data_uro,klub,glosy_cnt,lista,okreg,staz,tytul,szkola,wybrany,wyksztalcenie,zawod,nazwisko,kadencje_cnt
26-05-87,Klub Parlamentarny Prawo i Sprawiedliwo??,7291,Prawo i Sprawiedliwo??,4  Bydgoszcz,brak,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydzia? Administracji i Nauk Spo?ecznych, Administracja - magister (2013)",25-10-15,wy?sze,pracownik samorz?dowy,?ukasz Schreiber,0
01-05-63,Klub Parlamentarny Prawo i Sprawiedliwo??,34997,Prawo i Sprawiedliwo??,25  Gda?sk,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Gda?ski, Wydzia? Humanistyczno-Filologiczny, Historia - magister (1988)",25-10-15,wy?sze,parlamentarzysta,Jaros?aw Sellin,3
07-07-63,Klub Parlamentarny Prawo i Sprawiedliwo??,13953,Prawo i Sprawiedliwo??,14  Nowy S?cz,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Filozoficzno-Historyczny, Historia - magister (1988)",25-10-15,wy?sze,nauczyciel,Edward Siarka,3
23-03-82,Klub Parlamentarny Prawo i Sprawiedliwo??,12073,Kukiz'15,18  Siedlce,brak,,"Akademia Obrony Narodowej, Wydzia? Bezpiecze?stwa Narodowego, Bezpiecze?stwo Narodowe - magister (2010)",25-10-15,wy?sze,specjalista ds. planowania obronnego,Anna Maria Siarkowska,0
12-06-62,Klub Parlamentarny Platforma Obywatelska,6868,Platforma Obywatelska,8  Zielona Góra,pose? VII kadencji,,"Politechnika Szczeci?ska, Wydzia? Budownictwa i Architektury, Technologia i Organizacja Budowy - magister in?ynier (1987)",25-10-15,wy?sze,parlamentarzysta,Krystyna Sibi?ska,1
02-07-67,Klub Parlamentarny Platforma Obywatelska,30786,Platforma Obywatelska,2  Wa?brzych,brak,,"Szko?a G?ówna Handlowa w Warszawie, Wydzia? Handel Zagraniczny, Ekonomika i organizacja Handlu Zagranicznego - magister (1992)",25-10-15,wy?sze,ekonomista,Tomasz Siemoniak,0
14-11-76,Klub Poselski Kukiz'15,12127,Kukiz'15,30  Rybnik,brak,,"Politechnika ?l?ska, Wydzia? Górnictwa i Geologii, Górnictwo i Geologia - in?ynier (2002)",25-10-15,wy?sze,in?ynier górnik,Krzysztof Sitarski,0
22-07-54,Klub Parlamentarny Platforma Obywatelska,23576,Platforma Obywatelska,23  Rzeszów,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Marii Curie-Sk?odowskiej w Lublinie Filia w Rzeszowie, Wydzia? Prawa i Administracji, Prawo Administracyjne - magister (1978)",25-10-15,wy?sze,administratywista,Krystyna Skowro?ska,4
05-12-69,Klub Parlamentarny Prawo i Sprawiedliwo??,7058,Prawo i Sprawiedliwo??,17  Radom,"senator VII kadencji, senator VIII kadencji",,"Uniwersytet Warszawski, Wydzia? Dziennikarstwa i Nauk Politycznych - magister (2010)",25-10-15,wy?sze,dziennikarz,Wojciech Skurkiewicz,0
26-02-75,Klub Poselski Kukiz'15,11089,Kukiz'15,4  Bydgoszcz,brak,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydzia? Humanistyczny, Filologia Polska - magister (2002)",25-10-15,wy?sze,dziennikarz,Pawe? Skutecki,0
09-09-38,Klub Parlamentarny Prawo i Sprawiedliwo??,5572,Prawo i Sprawiedliwo??,20  Warszawa,"pose? I kadencji, pose? III kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji", doktor,"Politechnika Warszawska, Wydzia? Elektryczny, Automatyka, Energoelektryka - magister in?ynier (1965)",25-10-15,wy?sze,nauczyciel akademicki,Andrzej Smirnow,5
15-07-55,Klub Parlamentarny Prawo i Sprawiedliwo??,12424,Prawo i Sprawiedliwo??,25  Gda?sk,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Gda?ski, Wydzia? Prawa i Administracji, Prawo - magister (1978)",25-10-15,wy?sze,adwokat,Kazimierz Smoli?ski,2
27-03-51,Klub Parlamentarny Prawo i Sprawiedliwo??,16269,Prawo i Sprawiedliwo??,5  Toru?,"pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Miko?aja Kopernika w Toruniu, Wydzia? Chemii, Chemia - magister (1988)",25-10-15,wy?sze,nauczyciel,Anna El?bieta Sobecka,5
05-06-52,Klub Parlamentarny Prawo i Sprawiedliwo??,5014,Prawo i Sprawiedliwo??,30  Rybnik,"pose? X kadencji, pose? I kadencji, pose? III kadencji, pose? VII kadencji",,Liceum Ogólnokszta?c?ce dla pracuj?cych w Knurowie (1981),25-10-15,?rednie ogólne,mened?er,Czes?aw Sobierajski,4
13-03-77,Klub Parlamentarny Prawo i Sprawiedliwo??,16643,Prawo i Sprawiedliwo??,6  Lublin,brak,,"Katolicki Uniwersytet Lubelski, Wydzia? Humanistyczny, Historia - magister (2001)",25-10-15,wy?sze,pracownik samorz?dowy,Artur Sobo?,0
03-12-53,Klub Parlamentarny Platforma Obywatelska,11715,Platforma Obywatelska,13  Kraków,brak,,"Uniwersytet Jagiello?ski Kraków, Wydzia? Prawa i Administracji, Prawo - magister (1978)",25-10-15,wy?sze,radny województwa,Bogus?aw Sonik,0
10-12-63,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,7230,Polskie Stronnictwo Ludowe,5  Toru?,"pose? IV kadencji, pose? V kadencji, pose? VII kadencji",,"Uniwersytet Miko?aja Kopernika w Toruniu, Wydzia? Nauk Historycznych, Historia - magister (2000)",25-10-15,wy?sze,nauczyciel historii,Zbigniew Sosnowski,3
08-05-51,Klub Parlamentarny Prawo i Sprawiedliwo??,23809,Prawo i Sprawiedliwo??,31  Katowice,"pose? V kadencji, pose? VI kadencji",,"?l?ska Akademia Medyczna, Wydzia? Lekarski - lekarz (1975)",25-10-15,wy?sze,lekarz medycyny - neurolog,Andrzej So?nierz,2
04-02-67,Klub Poselski Nowoczesna,20867,Platforma Obywatelska,12  Chrzanów,brak,,"Akademia Górniczo-Hutnicza w Krakowie, Wydzia? Zarz?dzania, Zarz?dzanie - magister (2002)",25-10-15,wy?sze,ekonomista,Marek Sowa,0
09-08-55,Klub Parlamentarny Prawo i Sprawiedliwo??,15713,Prawo i Sprawiedliwo??,6  Lublin,"pose? VI kadencji, pose? VII kadencji",,"Politechnika Lubelska, Wydzia? Mechaniki, Samochody i Ci?gniki - magister in?ynier (1980)",25-10-15,wy?sze,nauczyciel konsultant,Lech Sprawka,2
08-07-73,Klub Parlamentarny Prawo i Sprawiedliwo??,41296,Prawo i Sprawiedliwo??,3  Wroc?aw,brak,,"Dolno?l?ska Szko?a Wy?sza, Wydzia? Nauk Pedagogicznych, Pedagogika specjalna - magister (2017)",25-10-15,wy?sze,pedagog,Miros?awa Stachowiak-Ró?ecka,0
26-02-73,Klub Parlamentarny Prawo i Sprawiedliwo??,9039,Prawo i Sprawiedliwo??,32  Sosnowiec,brak,,"Uniwersytet ?laski w Katowicach, Wydzia? Nauk Spo?ecznych, Historia - magister (1998)",25-10-15,wy?sze,urz?dnik samorz?dowy,Dariusz Starzycki,0
28-04-68,Klub Parlamentarny Platforma Obywatelska,12017,Nowoczesna Ryszarda Petru,4  Bydgoszcz,brak,,"Uniwersytet im. Miko?aja Kopernika w Toruniu, Wydzia? Prawa, Prawo - magister (1994)",25-10-15,wy?sze,przedsi?biorca,Micha? Stasi?ski,0
03-10-63,Klub Parlamentarny Prawo i Sprawiedliwo??,15807,Prawo i Sprawiedliwo??,6  Lublin,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Marii Curie-Sk?odowskiej w Lublinie, Wydzia? Humanistyczny, Historia - magister (1989)",25-10-15,wy?sze,historyk,Jaros?aw Stawiarski,2
23-09-78,Klub Poselski Nowoczesna,10041,Nowoczesna Ryszarda Petru,1  Legnica,brak,,"Wy?sza Szko?a Bankowa we Wroc?awiu, Finanse i Bankowo?? - licencjat (2000)",25-10-15,wy?sze,ekonomista,El?bieta St?pie?,0
10-01-76,Klub Poselski Nowoczesna,13357,Nowoczesna Ryszarda Petru,27  Bielsko-Bia?a,brak,,"Wy?sza Szko?a Bankowa w Poznaniu, Wydzia? Zamiejscowy w Chorzowie, Finanse i Bankowo?? - licencjat (2000)",25-10-15,wy?sze,ekonomista,Miros?aw Sucho?,0
11-06-58,Klub Parlamentarny Prawo i Sprawiedliwo??,36542,Prawo i Sprawiedliwo??,17  Radom,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Pomaturalne Studium Zawodowe, Technik Teatralny (1980)",25-10-15,?rednie policelane/pomaturalne,parlamentarzysta,Marek Suski,4
10-06-64,Klub Parlamentarny Platforma Obywatelska,5702,Platforma Obywatelska,40  Koszalin,"pose? VI kadencji, pose? VII kadencji",,"Akademia Rolnicza w Poznaniu, Ogrodnictwo - magister in?ynier (1989)",25-10-15,wy?sze,przedsi?biorca,Pawe? Suski,2
03-10-67,Klub Parlamentarny Prawo i Sprawiedliwo??,7024,Prawo i Sprawiedliwo??,41  Szczecin,brak,,"Uniwersytet Szczeci?ski, Wydzia? Humanistyczny, Politologia i Nauki Spo?eczne w zakresie Socjologii - magister (2001)",25-10-15,wy?sze,socjolog,Artur Sza?abawka,0
16-12-55,Klub Parlamentarny Prawo i Sprawiedliwo??,34979,Prawo i Sprawiedliwo??,29  Gliwice,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?l?ski, Wydzia? Prawa, Prawo - magister (1983)",25-10-15,wy?sze,adwokat,Wojciech Szarama,4
14-12-77,Klub Parlamentarny Platforma Obywatelska,4919,Platforma Obywatelska,19  Warszawa,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Warszawski, Wydzia? Instytut Stosowanych Nauk Spo?ecznych, Socjologia (2001)",25-10-15,wy?sze,pose? na Sejm RP,Micha? Szczerba,2
14-03-61,Klub Parlamentarny Prawo i Sprawiedliwo??,15635,Prawo i Sprawiedliwo??,15  Tarnów,brak,,"Akademia Medyczna w Lublinie, Wydzia? Piel?gniarski - magister (1994)",25-10-15,wy?sze,menad?er ochrony zdrowia,Józefa Szczurek-?elazko,0
24-06-57,Klub Parlamentarny Prawo i Sprawiedliwo??,31013,Prawo i Sprawiedliwo??,26  Gdynia,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Policealne Studium Medyczne, Piel?gniarstwo (1979)",25-10-15,?rednie policelane/pomaturalne,piel?gniarka dyplomowana,Jolanta Szczypi?ska,4
27-02-87,Klub Parlamentarny Prawo i Sprawiedliwo??,6991,Prawo i Sprawiedliwo??,40  Koszalin,brak,,"Europejska Wy?sza Szko?a Prawa i Administracji (Warszawa), Wydzia? Prawa, Prawo - magister (2011)",25-10-15,wy?sze,prawnik,Pawe? Szefernaker,0
23-09-53,Klub Parlamentarny Prawo i Sprawiedliwo??,7863,Prawo i Sprawiedliwo??,7  Che?m,brak,,"Uniwersytet Warszawski, Wydzia? Prawa i Administracji, Prawo Finansowe - magister (1977)",25-10-15,wy?sze,prawnik,Jan Szewczak,0
05-06-83,Klub Parlamentarny Prawo i Sprawiedliwo??,9142,Prawo i Sprawiedliwo??,12  Chrzanów,brak,,"Akademia Wychowania Fizycznego w Krakowie, Wydzia? Wychowanie Fizyczne, Naczycielski - magister (2008)",25-10-15,wy?sze,nauczyciel,Jaros?aw Szlachetka,0
19-01-47,Klub Parlamentarny Prawo i Sprawiedliwo??,24365,Prawo i Sprawiedliwo??,23  Rzeszów,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji", doktor,"Wy?sza Szko?a In?ynierska Rzeszów, Wydzia? Elektryczny, Elektrotechnika - in?ynier (1970)",25-10-15,wy?sze,nauczyciel akademicki,Andrzej Szlachta,3
06-12-84,Klub Poselski Nowoczesna,12539,Nowoczesna Ryszarda Petru,36  Kalisz,brak,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Wydzia? Nauk Politycznych i Dziennikarstwa, Politologia - magister (2008)",25-10-15,wy?sze,politolog,Adam Sz?apka,0
18-06-89,Klub Poselski Kukiz'15,13552,Kukiz'15,5  Toru?,brak,,"Wy?sza Szko?a Bankowa w Toruniu, Wydzia? Zarz?dzania, Logistyka w Biznesie - licencjat (2012)",25-10-15,wy?sze,?o?nierz szeregowy,Pawe? Szramka,0
25-05-63,Klub Parlamentarny Prawo i Sprawiedliwo??,9019,Prawo i Sprawiedliwo??,6  Lublin,brak, doktor habilitowany,"Akademia Rolnicza w Lublinie, Wydzia? Weterynaryjny, Weterynaria - lekarz weterynarii (1988)",25-10-15,wy?sze,lekarz weterynarii,Krzysztof Szulowski,0
28-06-56,Klub Parlamentarny Platforma Obywatelska,14533,Platforma Obywatelska,29  Gliwice,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?l?ski, Wydzia? Matematyka, Fizyka i Chemia, Matematyka - magister (1983)",25-10-15,wy?sze,nauczyciel,Krystyna Szumilas,4
12-04-55,Klub Parlamentarny Prawo i Sprawiedliwo??,46220,Prawo i Sprawiedliwo??,27  Bielsko-Bia?a,"pose? III kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Krakowska Szko?a Wy?sza im. A.F. Modrzewskiego, Wydzia? Prawa i Administracji, Administracja Publiczna - magister (2006)",25-10-15,wy?sze,parlamentarzysta,Stanis?aw Szwed,4
10-06-62,Klub Parlamentarny Prawo i Sprawiedliwo??,10483,Prawo i Sprawiedliwo??,23  Rzeszów,brak,,"Uniwersytet im. M. Curie Sk?odowskiej w Lublinie - filia w Rzeszowie, Wydzia? Prawa i Administracja, Prawo - magister (1988)",25-10-15,wy?sze,radca prawny,Halina Szyde?ko,0
15-04-63,Klub Parlamentarny Prawo i Sprawiedliwo??,96127,Prawo i Sprawiedliwo??,12  Chrzanów,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Jagiello?ski, Wydzia? Filozoficzno-Historyczny, Etnografia - magister (1987)",25-10-15,wy?sze,parlamentarzysta,Beata Szyd?o,3
11-04-51,Klub Parlamentarny Platforma Obywatelska,15596,Platforma Obywatelska,39  Pozna?,"pose? VI kadencji, pose? VII kadencji",,"Wy?sza Szko?a Zarz?dzania i Bankowo?ci, Wydzia? Administracja, Polityka Administracyjna - magister (2005)",25-10-15,wy?sze,doradca podatkowy,Bo?ena Szyd?owska,2
24-04-52,Klub Parlamentarny Prawo i Sprawiedliwo??,5712,Prawo i Sprawiedliwo??,1  Legnica,brak,,"Akademia Ekonomiczna we Wroc?awiu, Wydzia? Gospodarka Narodowa, Ekonomika Handlu Wewn?trznego - dyplomowany ekonomista (1977)",25-10-15,wy?sze,bieg?y rewident,Ewa Szyma?ska,0
24-04-78,Klub Parlamentarny Platforma Obywatelska,10399,Platforma Obywatelska,5  Toru?,pose? VII kadencji,,"Uniwersytet Miko?aja Kopernika, Wydzia? Prawa i Administracji, Administracja - magister (2003)",25-10-15,wy?sze,pose? zawodowy,Tomasz Szyma?ski,1
24-11-82,Klub Parlamentarny Prawo i Sprawiedliwo??,8676,Prawo i Sprawiedliwo??,39  Pozna?,brak,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Prawa i Administracja, Stosunki Mi?dzynarodowe - magister (2006)",25-10-15,wy?sze,samorz?dowiec,Szymon Szynkowski vel S?k,0
19-04-44,Klub Parlamentarny Prawo i Sprawiedliwo??,15015,Prawo i Sprawiedliwo??,20  Warszawa,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",profesor doktor habilitowany(2001),"Szko?a G?ówna Gospodarstwa Wiejskiego w Warszawie, Wydzia? Le?ny, Le?nictwo - magister in?ynier (1966)",25-10-15,wy?sze,le?nik,Jan Szyszko,3
22-12-75,Klub Poselski Kukiz'15,17630,Kukiz'15,13  Kraków,brak,,"Uniwersytet ?l?ski, Wydzia? Wydzia? Nauk Spo?ecznych, Socjologia - magister (2001)",25-10-15,wy?sze,socjolog,Agnieszka ?cigaj,0
03-01-41,Klub Parlamentarny Platforma Obywatelska,21424,Platforma Obywatelska,9  ?ód?,"pose? I kadencji, pose? II kadencji, pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?ódzki, Wydzia? Filologiczny, Filologia Polska - magister (1963)",25-10-15,wy?sze,dziennikarz,Iwona ?ledzi?ska-Katarasi?ska,7
26-05-55,Klub Parlamentarny Prawo i Sprawiedliwo??,26671,Prawo i Sprawiedliwo??,26  Gdynia,pose? VII kadencji,,"Politechnika Gda?ska, Wydzia? Instytut Okr?towy, Mechanika specjalna, okr?ty - magister in?ynier (1981)",25-10-15,wy?sze,in?ynier mechanik,Janusz ?niadek,1
16-12-55,Klub Parlamentarny Prawo i Sprawiedliwo??,17281,Prawo i Sprawiedliwo??,3  Wroc?aw,pose? VII kadencji,,"Uniwersytet Wroc?awski, Wydzia? Filologiczny, Filologia polska (1980)",25-10-15,wy?sze,specjalista marketingu,Jacek ?wiat,1
17-04-47,Klub Parlamentarny Platforma Obywatelska,8329,Platforma Obywatelska,19  Warszawa,"pose? X kadencji, pose? II kadencji, pose? VII kadencji", doktor,"Uniwersytet Warszawski, Wydzia? Instytut Socjologii, Socjologia (1970)",25-10-15,wy?sze,ekonomista,Marcin ?wi?cicki,3
27-03-79,Klub Parlamentarny Prawo i Sprawiedliwo??,7475,Prawo i Sprawiedliwo??,33  Kielce,brak,,"Katolicki Uniwersytet Lubelski, Wydzia? Prawa i Administracji, Prawo - magister (2006)",25-10-15,wy?sze,mgr prawa,Dominik Tarczy?ski,0
19-05-50,Klub Parlamentarny Prawo i Sprawiedliwo??,26372,Prawo i Sprawiedliwo??,18  Siedlce,"pose? I kadencji, pose? III kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Politechnika Warszawska, Wydzia? Elektryczny, Zabezpieczenia elektroenergetyczne - magister in?ynier (1974)",25-10-15,wy?sze,parlamentarzysta,Krzysztof Tchórzewski,5
18-04-69,Klub Parlamentarny Prawo i Sprawiedliwo??,18670,Prawo i Sprawiedliwo??,10  Piotrków Trybunalski,"pose? VI kadencji, pose? VII kadencji",,"Politechnika Krakowska, Wydzia? In?ynierii ?rodowiska, Ochrona ?rodowiska - in?ynier (1996)",25-10-15,wy?sze,rolnik,Robert Telus,2
02-09-49,Klub Parlamentarny Prawo i Sprawiedliwo??,7913,Prawo i Sprawiedliwo??,13  Kraków,"pose? VI kadencji, pose? VII kadencji",profesor doktor habilitowany(2002),"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Filozoficzno-Historyczny, Historia - magister (1976)",25-10-15,wy?sze,nauczyciel akademicki,Ryszard Terlecki,2
01-11-65,Klub Parlamentarny Prawo i Sprawiedliwo??,36422,Prawo i Sprawiedliwo??,31  Katowice,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Katolicki Uniwersytet Lubelski Jana Paw?a II, Wydzia? Nauk Spo?ecznych, Socjologia - magister (1993)",25-10-15,wy?sze,ekonomista,Grzegorz Tobiszowski,3
05-08-49,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,4606,Polskie Stronnictwo Ludowe,7  Che?m,pose? VII kadencji,,"Wy?sza Szko?a Rolnicza w Lublinie, Wydzia? Rolniczy, Rolnictwo - in?ynier (1972)",25-10-15,wy?sze,parlamentarzysta,Genowefa Tokarska,1
14-04-47,Klub Parlamentarny Prawo i Sprawiedliwo??,5114,Prawo i Sprawiedliwo??,19  Warszawa,"pose? III kadencji, senator VI kadencji",,"Uniwersytet Warszawski, Wydzia? Matematyczno-Fizyczny, Fizyka - magister (1974)",25-10-15,wy?sze,fizyk,Ewa Tomaszewska,1
27-07-73,Klub Parlamentarny Platforma Obywatelska,10687,Platforma Obywatelska,39  Pozna?,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Prawa, Prawo - magister (1998)",25-10-15,wy?sze,notariusz,Jacek Tomczak,3
25-08-84,Klub Parlamentarny Platforma Obywatelska,26781,Platforma Obywatelska,11  Sieradz,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Warszawski, Wydzia? Dziennikarstwa i Nauk Politycznych, Marketing polityczny - magister (2008)",25-10-15,wy?sze,politolog,Cezary Tomczyk,2
02-03-61,Klub Parlamentarny Platforma Obywatelska,10814,Platforma Obywatelska,31  Katowice,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Politechnika Krakowska, Wydzia? In?ynierii Sanitarnej i Wodnej, Budownictwo wodne - magister in?ynier (1986)",25-10-15,wy?sze,pose? na Sejm RP,Tomasz Tomczykiewicz,0
25-07-90,Klub Poselski Nowoczesna,14141,Nowoczesna Ryszarda Petru,24  Bia?ystok,brak,,"Uniwersytet w Bia?ymstoku, Wydzia? Ekonomia i Zarz?dzanie, Ekonomia - magister (2014)",25-10-15,wy?sze,ekonomista,Krzysztof Truskolaski,0
17-01-72,Klub Parlamentarny Platforma Obywatelska,47080,Platforma Obywatelska,13  Kraków,brak, doktor,"Uniwersytet Warszawski, Wydzia? Dziennikarstwa i Nauk Politycznych, Mi?dzynarodowe stosunki gospodarcze i polityczne - magister (1996)",25-10-15,wy?sze,wyk?adowca akademicki,Rafa? Trzaskowski,0
30-12-81,Klub Parlamentarny Prawo i Sprawiedliwo??,17289,Prawo i Sprawiedliwo??,6  Lublin,brak,,"Politechnika Lubelska, Wydzia? Elektrotechnika i Informatyka, Elektrotechnika - magister in?ynier (2005)",25-10-15,wy?sze,pracownik samorz?dowy,Sylwester Tu?ajew,0
11-04-79,Klub Poselski Kukiz'15,14670,Kukiz'15,20  Warszawa,brak, doktor,"Uniwersytet Warszawski, Wydzia? Prawa i Administracji, Prawo - magister (2004)",25-10-15,wy?sze,wyk?adowca akademicki,Stanis?aw Tyszka,0
07-06-63,Klub Parlamentarny Platforma Obywatelska,19453,Platforma Obywatelska,24  Bia?ystok,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,II Liceum Ogólnokszta?c?ce w Bia?ymstoku (1983),25-10-15,?rednie ogólne,wydawca,Robert Tyszkiewicz,3
07-08-66,Klub Parlamentarny Platforma Obywatelska,14218,Platforma Obywatelska,36  Kalisz,"pose? V kadencji, pose? VI kadencji",,"Katolicki Uniwersytet Lubelski, Wydzia? Filozofii, Filozofia teoretyczna - magister (1995)",25-10-15,wy?sze,logik,Jaros?aw Urbaniak,2
11-08-76,Klub Parlamentarny Prawo i Sprawiedliwo??,11200,Prawo i Sprawiedliwo??,22  Krosno,brak, doktor,"Uniwersytet Jagiello?ski, Wydzia? Historyczny, Historia - magister (2001)",25-10-15,wy?sze,historyk,Piotr Uruski,0
20-05-77,Klub Parlamentarny Prawo i Sprawiedliwo??,6679,Prawo i Sprawiedliwo??,20  Warszawa,brak,,"Politechnika Warszawska, Wydzia? Elektroniki i Technik Informacyjnych, Elektronika - in?ynieria komputerowa - magister in?ynier (2004)",25-10-15,wy?sze,manager,Piotr U?ci?ski,0
18-12-55,Klub Parlamentarny Prawo i Sprawiedliwo??,8567,Prawo i Sprawiedliwo??,18  Siedlce,pose? VI kadencji,,"Katolicki Uniwersytet Lubelski, Wydzia? Filozofii Chrze?cija?skiej, Socjologia - magister (1979)",25-10-15,wy?sze,socjolog,Teresa Wargocka,1
13-08-76,Klub Parlamentarny Prawo i Sprawiedliwo??,11998,Prawo i Sprawiedliwo??,32  Sosnowiec,brak,,"Uniwersytet ?l?ski, Wydzia? Nauk Spo?ecznych, Politologia - magister (2002)",25-10-15,wy?sze,politolog,Robert Warwas,0
21-04-59,Klub Parlamentarny Prawo i Sprawiedliwo??,15240,Prawo i Sprawiedliwo??,23  Rzeszów,"pose? VI kadencji, pose? VII kadencji",,"Akademia Rolnicza w Krakowie, Wydzia? Ekonomiki Produkcji i Obrotu Rolnego - magister in?ynier (1985)",25-10-15,wy?sze,ekonomista,Jan Warzecha,2
10-01-58,Klub Parlamentarny Platforma Obywatelska,7660,Platforma Obywatelska,35  Olsztyn,brak,,"Akademia Rolniczo-Techniczna w Olsztynie, Wydzia? Technologia ?ywno?ci, Technologia ?ywno?ci - magister in?ynier (1982)",25-10-15,wy?sze,technolog ?ywno?ci,Anna Wasilewska,0
16-03-78,Klub Parlamentarny Prawo i Sprawiedliwo??,81379,Prawo i Sprawiedliwo??,13  Kraków,brak,,"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Prawa i Administracji, Prawo - magister (2002)",25-10-15,wy?sze,adwokat,Ma?gorzata Wassermann,0
05-05-57,Klub Parlamentarny Prawo i Sprawiedliwo??,32909,Prawo i Sprawiedliwo??,11  Sieradz,pose? VII kadencji, doktor,"Uniwersytet ?ódzki, Wydzia? Filozoficzno-Historyczny, Historia - magister (1980)",25-10-15,wy?sze,parlamentarzysta,Witold Waszczykowski,1
16-10-69,Klub Parlamentarny Prawo i Sprawiedliwo??,9977,Prawo i Sprawiedliwo??,16  P?ock,brak,,"Uniwersytet Warszawski, Wydzia? Historyczny, Archeologia - magister (1994)",25-10-15,wy?sze,archeolog,Maciej W?sik,0
01-09-81,Klub Parlamentarny Prawo i Sprawiedliwo??,17359,Prawo i Sprawiedliwo??,23  Rzeszów,brak,,"Wy?sza Szko?a Prawa i Administracji, Wydzia? Prawa i Administracji, Prawo i administracja - magister (2007)",25-10-15,wy?sze,prawnik,Rafa? Weber,0
04-10-73,Klub Parlamentarny Platforma Obywatelska,8621,Platforma Obywatelska,2  Wa?brzych,"pose? VI kadencji, pose? VII kadencji",,"Akademia Ekonomiczna we Wroc?awiu, Wydzia? Gospodarki Regionalnej i Turystyki, Marketing - magister (1997)",25-10-15,wy?sze,ekonomista,Monika Wielichowska,2
23-10-60,Klub Parlamentarny Platforma Obywatelska,8440,Platforma Obywatelska,21  Opole,brak,,"Uniwersytet Wroc?awski, Wydzia? Nauk Przyrodniczych, Geologia - magister (1984)",25-10-15,wy?sze,wy?szy urz?dnik pa?stwowy,Ryszard Wilczy?ski,0
17-08-74,Pose? niezrzeszony,2420,Kukiz'15,19  Warszawa,brak,,"Szko?a G?ówna Handlowa w Warszawie, Wydzia? Mi?dzynarodowe Stosunki Gospodarcze i Polityczne, Ekonomia - magister (1998)",25-10-15,wy?sze,adwokat,Jacek Wilk,0
15-03-55,Klub Parlamentarny Prawo i Sprawiedliwo??,14904,Prawo i Sprawiedliwo??,34  Elbl?g,brak,,"Wy?sza Szko?a Zarz?dzania i Przedsi?biorczo?ci w Warszawie, Wydzia? Zarz?dzania i Marketingu, Zarz?dzanie organizacjami - licencjat (2002)",25-10-15,wy?sze,ekonomista,Jerzy Wilk,0
12-08-72,Klub Parlamentarny Platforma Obywatelska,6348,Platforma Obywatelska,6  Lublin,"pose? V kadencji, pose? VI kadencji",,"Uniwersytet Marii Curie-Sk?odowskiej w Lublinie, Wydzia? Prawa i Administracji, Prawo - magister (1997)",25-10-15,wy?sze,urz?dnik pa?stwowy,Wojciech Wilk,2
18-07-85,Pose? niezrzeszony,11802,Kukiz'15,1  Legnica,brak,,Liceum Ogólnokszta?c?ce im. Adama Mickiewicza w Lubaniu ?l?skim (2004),25-10-15,?rednie ogólne,publicysta,Robert Winnicki,0
14-04-71,Klub Parlamentarny Platforma Obywatelska,25525,Platforma Obywatelska,36  Kalisz,"senator VI kadencji, senator VII kadencji, pose? VII kadencji", doktor,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydzia? Nauk Spo?ecznych, Politologia - magister (1997)",25-10-15,wy?sze,politolog,Mariusz Witczak,1
