voting,date,time
glos_31_60,30-11-2016,11:25:44
glos_31_61,30-11-2016,11:26:18
glos_31_62,30-11-2016,11:26:47
glos_31_63,30-11-2016,11:27:22
glos_31_64,30-11-2016,11:27:53
glos_31_65,30-11-2016,11:28:27
glos_31_66,30-11-2016,11:28:58
glos_31_67,30-11-2016,11:29:44
glos_31_68,30-11-2016,11:30:17
glos_31_69,30-11-2016,11:30:50
glos_31_7,29-11-2016,14:40:18
glos_31_70,30-11-2016,11:31:23
glos_31_71,30-11-2016,11:31:54
glos_31_72,30-11-2016,11:32:47
glos_31_73,30-11-2016,11:33:28
glos_31_74,30-11-2016,11:33:58
glos_31_75,30-11-2016,11:37:24
glos_31_76,30-11-2016,11:39:10
glos_31_77,30-11-2016,11:39:41
glos_31_78,30-11-2016,11:41:32
glos_31_79,30-11-2016,11:42:16
glos_31_8,29-11-2016,14:42:02
glos_31_80,30-11-2016,11:42:47
glos_31_81,30-11-2016,11:43:18
glos_31_82,30-11-2016,11:43:50
glos_31_83,30-11-2016,11:47:09
glos_31_84,30-11-2016,11:48:13
glos_31_85,30-11-2016,11:48:44
glos_31_86,30-11-2016,11:53:16
glos_31_87,30-11-2016,12:11:06
glos_31_88,30-11-2016,12:12:37
glos_31_89,30-11-2016,12:14:57
glos_31_9,29-11-2016,14:42:31
glos_31_90,30-11-2016,12:17:23
glos_31_91,30-11-2016,12:17:50
glos_31_92,30-11-2016,12:18:35
glos_31_93,30-11-2016,12:19:13
glos_31_94,30-11-2016,12:19:52
glos_31_95,30-11-2016,12:20:27
glos_31_96,30-11-2016,12:20:57
glos_31_97,30-11-2016,12:25:20
glos_31_98,30-11-2016,12:26:00
glos_31_99,30-11-2016,12:31:02
glos_32_1,13-12-2016,09:24:26
glos_32_10,13-12-2016,20:42:32
glos_32_100,14-12-2016,23:35:59
glos_32_101,14-12-2016,23:36:32
glos_32_102,14-12-2016,23:42:22
glos_32_103,14-12-2016,23:44:34
glos_32_104,14-12-2016,23:45:04
glos_32_105,14-12-2016,23:58:52
glos_32_106,15-12-2016,00:02:11
glos_32_107,15-12-2016,00:02:50
glos_32_108,15-12-2016,00:03:26
glos_32_109,15-12-2016,00:04:02
glos_32_11,13-12-2016,20:44:38
glos_32_110,15-12-2016,00:06:13
glos_32_111,15-12-2016,00:06:50
glos_32_112,15-12-2016,00:07:16
glos_32_113,15-12-2016,00:08:44
glos_32_114,15-12-2016,00:09:17
glos_32_115,15-12-2016,00:10:45
glos_32_116,15-12-2016,00:12:34
glos_32_117,15-12-2016,00:16:51
glos_32_118,15-12-2016,00:18:06
glos_32_119,15-12-2016,00:18:41
glos_32_12,13-12-2016,20:46:55
glos_32_120,15-12-2016,00:19:16
glos_32_121,15-12-2016,00:19:45
glos_32_122,15-12-2016,00:20:16
glos_32_123,15-12-2016,00:20:57
glos_32_124,15-12-2016,00:21:31
glos_32_125,15-12-2016,00:22:10
glos_32_126,15-12-2016,00:22:42
glos_32_127,15-12-2016,00:23:16
glos_32_128,15-12-2016,00:23:50
glos_32_129,15-12-2016,00:24:23
glos_32_13,13-12-2016,20:50:11
glos_32_130,15-12-2016,00:24:57
glos_32_131,15-12-2016,00:25:28
glos_32_132,15-12-2016,00:26:01
glos_32_133,15-12-2016,00:26:34
glos_32_134,15-12-2016,00:27:06
glos_32_135,15-12-2016,00:27:44
glos_32_136,15-12-2016,00:28:27
glos_32_137,15-12-2016,00:29:12
glos_32_138,15-12-2016,00:29:46
glos_32_139,15-12-2016,00:30:30
glos_32_14,13-12-2016,20:53:17
glos_32_140,15-12-2016,00:31:20
glos_32_141,15-12-2016,00:31:56
glos_32_142,15-12-2016,00:32:38
glos_32_143,15-12-2016,00:50:50
glos_32_144,15-12-2016,20:15:55
glos_32_145,15-12-2016,20:25:24
glos_32_146,15-12-2016,20:26:58
glos_32_147,15-12-2016,20:34:33
glos_32_148,15-12-2016,20:42:30
glos_32_149,15-12-2016,20:47:14
glos_32_15,13-12-2016,20:55:28
glos_32_150,15-12-2016,20:48:58
glos_32_151,15-12-2016,20:52:40
glos_32_152,15-12-2016,20:54:48
glos_32_153,15-12-2016,20:56:43
glos_32_154,15-12-2016,20:57:13
glos_32_155,15-12-2016,20:57:47
glos_32_156,15-12-2016,21:00:58
glos_32_157,15-12-2016,21:03:00
glos_32_158,15-12-2016,21:05:49
glos_32_159,15-12-2016,21:12:34
glos_32_16,13-12-2016,20:58:19
glos_32_160,15-12-2016,21:16:23
glos_32_161,15-12-2016,21:21:35
glos_32_162,15-12-2016,21:23:46
glos_32_163,15-12-2016,21:27:07
glos_32_164,15-12-2016,21:30:32
glos_32_165,15-12-2016,21:31:52
glos_32_166,15-12-2016,21:32:29
glos_32_167,15-12-2016,21:33:08
glos_32_168,15-12-2016,21:33:43
glos_32_169,15-12-2016,21:34:34
glos_32_17,13-12-2016,21:00:31
glos_32_170,15-12-2016,21:35:23
glos_32_171,15-12-2016,21:36:09
glos_32_172,15-12-2016,21:36:47
glos_32_173,15-12-2016,21:37:29
glos_32_174,15-12-2016,21:38:29
glos_32_175,15-12-2016,21:39:25
glos_32_176,15-12-2016,21:40:01
glos_32_177,15-12-2016,21:41:30
glos_32_178,15-12-2016,21:42:20
glos_32_179,15-12-2016,21:43:01
glos_32_18,13-12-2016,21:01:00
glos_32_180,15-12-2016,21:44:08
glos_32_181,15-12-2016,21:44:47
glos_32_182,15-12-2016,21:45:34
glos_32_183,15-12-2016,21:46:25
glos_32_184,15-12-2016,21:47:01
glos_32_185,15-12-2016,21:47:42
glos_32_186,15-12-2016,22:10:47
glos_32_187,15-12-2016,22:11:49
glos_32_19,13-12-2016,21:01:27
glos_32_2,13-12-2016,09:37:11
glos_32_20,13-12-2016,21:03:22
glos_32_21,13-12-2016,21:03:54
glos_32_22,13-12-2016,21:05:42
glos_32_23,13-12-2016,21:06:11
glos_32_24,13-12-2016,21:07:54
glos_32_25,13-12-2016,21:10:05
glos_32_26,13-12-2016,21:12:01
glos_32_27,13-12-2016,21:13:48
glos_32_28,13-12-2016,21:14:17
glos_32_29,13-12-2016,21:14:44
glos_32_3,13-12-2016,09:37:45
glos_32_30,13-12-2016,21:15:11
glos_32_31,13-12-2016,21:17:03
glos_32_32,13-12-2016,21:21:57
glos_32_33,13-12-2016,21:28:55
glos_32_34,13-12-2016,21:36:37
glos_32_35,14-12-2016,09:35:46
glos_32_36,14-12-2016,09:36:58
glos_32_37,14-12-2016,09:38:13
glos_32_38,14-12-2016,09:39:00
glos_32_39,14-12-2016,20:26:51
glos_32_4,13-12-2016,09:39:04
glos_32_40,14-12-2016,20:28:41
glos_32_41,14-12-2016,20:32:32
glos_32_42,14-12-2016,20:34:24
glos_32_43,14-12-2016,20:38:58
glos_32_44,14-12-2016,20:39:52
glos_32_45,14-12-2016,20:41:43
glos_32_46,14-12-2016,20:42:08
glos_32_47,14-12-2016,20:42:34
glos_32_48,14-12-2016,20:44:11
glos_32_49,14-12-2016,20:46:08
glos_32_5,13-12-2016,09:39:32
glos_32_50,14-12-2016,20:48:03
glos_32_51,14-12-2016,20:49:31
glos_32_52,14-12-2016,20:58:42
glos_32_53,14-12-2016,21:05:01
glos_32_54,14-12-2016,21:08:20
glos_32_55,14-12-2016,21:08:46
glos_32_56,14-12-2016,21:10:27
glos_32_57,14-12-2016,21:15:45
glos_32_58,14-12-2016,21:19:27
glos_32_59,14-12-2016,21:22:52
glos_32_6,13-12-2016,09:44:25
glos_32_60,14-12-2016,21:34:07
glos_32_61,14-12-2016,21:38:13
glos_32_62,14-12-2016,21:40:29
glos_32_63,14-12-2016,21:45:40
glos_32_64,14-12-2016,21:47:26
glos_32_65,14-12-2016,21:48:51
glos_32_66,14-12-2016,21:51:44
glos_32_67,14-12-2016,21:52:10
glos_32_68,14-12-2016,21:54:18
glos_32_69,14-12-2016,21:58:05
glos_32_7,13-12-2016,09:47:57
glos_32_70,14-12-2016,21:59:47
glos_32_71,14-12-2016,22:00:23
glos_32_72,14-12-2016,22:02:22
glos_32_73,14-12-2016,22:05:35
glos_32_74,14-12-2016,22:07:48
glos_32_75,14-12-2016,22:10:41
glos_32_76,14-12-2016,22:15:07
glos_32_77,14-12-2016,22:18:34
glos_32_78,14-12-2016,22:22:29
glos_32_79,14-12-2016,22:32:47
glos_32_8,13-12-2016,09:51:54
glos_32_80,14-12-2016,22:38:32
glos_32_81,14-12-2016,22:43:32
glos_32_82,14-12-2016,22:45:11
glos_32_83,14-12-2016,22:49:26
glos_32_84,14-12-2016,22:49:55
glos_32_85,14-12-2016,22:50:21
glos_32_86,14-12-2016,22:54:27
glos_32_87,14-12-2016,22:57:40
glos_32_88,14-12-2016,23:01:59
glos_32_89,14-12-2016,23:06:12
glos_32_9,13-12-2016,20:40:27
glos_32_90,14-12-2016,23:10:31
glos_32_91,14-12-2016,23:13:59
glos_32_92,14-12-2016,23:15:57
glos_32_93,14-12-2016,23:16:24
glos_32_94,14-12-2016,23:21:16
glos_32_95,14-12-2016,23:22:52
glos_32_96,14-12-2016,23:26:27
glos_32_97,14-12-2016,23:29:24
glos_32_98,14-12-2016,23:33:42
glos_32_99,14-12-2016,23:34:12
glos_33_1,16-12-2016,14:55:07
glos_33_10,16-12-2016,15:09:57
glos_33_11,16-12-2016,15:11:31
glos_33_12,16-12-2016,15:32:58
glos_33_13,16-12-2016,15:33:46
glos_33_14,16-12-2016,15:35:48
glos_33_2,16-12-2016,14:57:17
glos_33_3,16-12-2016,14:59:53
glos_33_4,16-12-2016,15:00:53
glos_33_5,16-12-2016,15:02:32
glos_33_6,16-12-2016,15:03:50
glos_33_7,16-12-2016,15:05:42
glos_33_8,16-12-2016,15:07:11
glos_33_9,16-12-2016,15:08:55
glos_34_1,26-01-2017,18:43:32
glos_34_10,26-01-2017,18:57:51
glos_34_11,26-01-2017,19:05:09
glos_34_12,26-01-2017,19:09:11
glos_34_13,26-01-2017,19:09:51
glos_34_14,26-01-2017,19:14:15
glos_34_15,26-01-2017,19:16:22
glos_34_16,26-01-2017,19:19:19
glos_34_17,26-01-2017,19:21:35
glos_34_18,26-01-2017,19:26:26
glos_34_19,26-01-2017,19:37:24
glos_34_2,26-01-2017,18:44:27
glos_34_20,26-01-2017,19:39:36
glos_34_21,26-01-2017,19:47:46
glos_34_22,26-01-2017,19:48:39
glos_34_23,26-01-2017,19:49:38
glos_34_24,26-01-2017,19:58:51
glos_34_25,26-01-2017,19:59:59
glos_34_26,26-01-2017,20:01:08
glos_34_27,26-01-2017,20:16:41
glos_34_28,26-01-2017,20:17:40
glos_34_3,26-01-2017,18:52:32
glos_34_4,26-01-2017,18:54:29
glos_34_5,26-01-2017,18:55:04
glos_34_6,26-01-2017,18:55:32
glos_34_7,26-01-2017,18:56:11
glos_34_8,26-01-2017,18:56:38
glos_34_9,26-01-2017,18:57:14
glos_35_1,10-02-2017,11:17:44
glos_35_10,10-02-2017,11:33:12
glos_35_11,10-02-2017,11:37:45
glos_35_12,10-02-2017,11:39:56
glos_35_13,10-02-2017,11:40:26
glos_35_14,10-02-2017,11:42:43
glos_35_15,10-02-2017,11:43:11
glos_35_16,10-02-2017,11:44:00
glos_35_17,10-02-2017,11:47:25
glos_35_18,10-02-2017,11:47:53
glos_35_19,10-02-2017,11:50:05
glos_35_2,10-02-2017,11:24:24
glos_35_20,10-02-2017,11:55:03
glos_35_21,10-02-2017,11:55:55
glos_35_22,10-02-2017,11:56:31
glos_35_23,10-02-2017,11:59:41
glos_35_24,10-02-2017,12:01:40
glos_35_25,10-02-2017,12:03:59
glos_35_26,10-02-2017,12:06:26
glos_35_27,10-02-2017,12:08:24
glos_35_28,10-02-2017,12:08:54
glos_35_29,10-02-2017,12:09:23
glos_35_3,10-02-2017,11:26:21
glos_35_30,10-02-2017,12:12:16
glos_35_31,10-02-2017,12:12:55
glos_35_32,10-02-2017,12:13:26
glos_35_33,10-02-2017,12:16:21
glos_35_34,10-02-2017,12:16:56
glos_35_35,10-02-2017,12:17:38
glos_35_36,10-02-2017,12:18:10
glos_35_37,10-02-2017,12:18:40
glos_35_38,10-02-2017,12:23:17
glos_35_39,10-02-2017,12:23:48
glos_35_4,10-02-2017,11:27:08
glos_35_40,10-02-2017,12:25:31
glos_35_41,10-02-2017,12:27:28
glos_35_42,10-02-2017,12:29:45
glos_35_43,10-02-2017,12:36:40
glos_35_44,10-02-2017,12:42:09
glos_35_45,10-02-2017,12:50:07
glos_35_46,10-02-2017,12:53:40
glos_35_47,10-02-2017,12:54:13
glos_35_48,10-02-2017,12:56:36
glos_35_49,10-02-2017,12:58:32
glos_35_5,10-02-2017,11:27:51
glos_35_50,10-02-2017,13:00:29
glos_35_51,10-02-2017,13:01:15
glos_35_52,10-02-2017,13:02:54
glos_35_53,10-02-2017,13:04:53
glos_35_54,10-02-2017,13:07:04
glos_35_55,10-02-2017,13:24:08
glos_35_56,10-02-2017,13:24:40
glos_35_57,10-02-2017,13:29:33
glos_35_58,10-02-2017,13:30:26
glos_35_59,10-02-2017,13:31:15
glos_35_6,10-02-2017,11:28:26
glos_35_7,10-02-2017,11:31:35
glos_35_8,10-02-2017,11:32:09
glos_35_9,10-02-2017,11:32:46
glos_36_1,22-02-2017,10:33:28
glos_36_10,24-02-2017,09:42:41
glos_36_11,24-02-2017,09:43:28
glos_36_12,24-02-2017,09:44:01
glos_36_13,24-02-2017,09:44:42
glos_36_14,24-02-2017,09:46:41
glos_36_15,24-02-2017,09:48:44
glos_36_16,24-02-2017,09:52:36
glos_36_17,24-02-2017,09:55:49
glos_36_18,24-02-2017,10:16:56
glos_36_19,24-02-2017,10:20:36
glos_36_2,22-02-2017,10:34:44
glos_36_20,24-02-2017,10:21:29
glos_36_21,24-02-2017,10:21:54
glos_36_22,24-02-2017,10:23:58
glos_36_23,24-02-2017,10:24:43
glos_36_24,24-02-2017,10:26:29
glos_36_25,24-02-2017,10:28:04
glos_36_26,24-02-2017,10:28:32
glos_36_27,24-02-2017,10:30:15
glos_36_28,24-02-2017,10:30:42
glos_36_29,24-02-2017,10:31:13
glos_36_3,24-02-2017,09:09:37
glos_36_30,24-02-2017,10:31:53
glos_36_31,24-02-2017,10:32:16
glos_36_32,24-02-2017,10:33:09
glos_36_33,24-02-2017,10:35:08
glos_36_34,24-02-2017,10:36:17
glos_36_35,24-02-2017,10:40:08
glos_36_36,24-02-2017,10:42:39
glos_36_37,24-02-2017,10:49:05
glos_36_38,24-02-2017,10:58:04
glos_36_39,24-02-2017,10:59:00
glos_36_4,24-02-2017,09:18:32
glos_36_40,24-02-2017,11:01:00
glos_36_41,24-02-2017,11:04:38
glos_36_42,24-02-2017,11:05:08
glos_36_43,24-02-2017,11:07:04
glos_36_44,24-02-2017,11:07:43
glos_36_45,24-02-2017,11:11:46
glos_36_46,24-02-2017,11:14:02
glos_36_47,24-02-2017,11:16:02
glos_36_48,24-02-2017,11:24:37
glos_36_49,24-02-2017,11:25:22
glos_36_5,24-02-2017,09:23:28
glos_36_50,24-02-2017,11:26:42
glos_36_51,24-02-2017,11:50:16
glos_36_52,24-02-2017,11:51:27
glos_36_6,24-02-2017,09:29:48
glos_36_7,24-02-2017,09:35:26
glos_36_8,24-02-2017,09:36:25
glos_36_9,24-02-2017,09:38:19
glos_37_1,09-03-2017,19:48:26
glos_37_10,09-03-2017,20:13:43
glos_37_11,09-03-2017,20:15:44
glos_37_12,09-03-2017,20:18:14
glos_37_13,09-03-2017,20:22:40
glos_37_14,09-03-2017,20:23:24
glos_37_15,09-03-2017,20:24:09
glos_37_16,09-03-2017,20:27:56
glos_37_17,09-03-2017,20:29:56
glos_37_18,09-03-2017,20:34:13
glos_37_19,09-03-2017,20:37:54
glos_37_2,09-03-2017,19:50:17
glos_37_20,09-03-2017,20:40:59
glos_37_21,09-03-2017,20:41:30
glos_37_22,09-03-2017,20:42:00
glos_37_23,09-03-2017,20:43:18
glos_37_24,09-03-2017,20:45:46
glos_37_25,09-03-2017,20:52:02
glos_37_26,09-03-2017,21:03:42
glos_37_27,09-03-2017,21:04:12
glos_37_28,09-03-2017,21:05:14
glos_37_29,09-03-2017,21:07:20
glos_37_3,09-03-2017,19:51:28
glos_37_30,09-03-2017,21:08:00
glos_37_31,09-03-2017,21:08:40
glos_37_32,09-03-2017,21:09:13
glos_37_33,09-03-2017,21:10:37
glos_37_34,09-03-2017,21:16:31
glos_37_35,09-03-2017,21:17:54
glos_37_36,09-03-2017,21:18:23
glos_37_37,09-03-2017,21:18:51
glos_37_38,09-03-2017,21:19:18
glos_37_39,09-03-2017,21:20:07
glos_37_4,09-03-2017,19:54:23
glos_37_40,09-03-2017,21:21:08
glos_37_41,09-03-2017,21:21:42
glos_37_42,09-03-2017,21:22:15
glos_37_43,09-03-2017,21:23:04
glos_37_44,09-03-2017,21:23:49
glos_37_45,09-03-2017,21:24:30
glos_37_46,09-03-2017,21:25:19
glos_37_47,09-03-2017,21:25:52
glos_37_48,09-03-2017,21:26:32
glos_37_49,09-03-2017,21:27:25
glos_37_5,09-03-2017,20:01:06
glos_37_50,09-03-2017,21:27:56
glos_37_51,09-03-2017,21:28:38
glos_37_52,09-03-2017,21:29:45
glos_37_53,09-03-2017,21:30:21
glos_37_54,09-03-2017,21:30:57
glos_37_55,09-03-2017,21:33:16
glos_37_56,09-03-2017,21:34:06
glos_37_57,09-03-2017,21:34:42
glos_37_58,09-03-2017,21:35:15
glos_37_59,09-03-2017,21:36:04
glos_37_6,09-03-2017,20:04:09
glos_37_60,09-03-2017,21:36:46
glos_37_61,09-03-2017,21:41:41
glos_37_62,09-03-2017,21:44:52
glos_37_63,09-03-2017,21:47:24
glos_37_64,09-03-2017,21:48:22
glos_37_65,09-03-2017,21:49:14
glos_37_7,09-03-2017,20:08:43
glos_37_8,09-03-2017,20:11:20
glos_37_9,09-03-2017,20:13:10
glos_38_1,23-03-2017,20:19:43
glos_38_10,23-03-2017,20:59:48
glos_38_11,23-03-2017,21:07:36
glos_38_12,23-03-2017,21:18:20
glos_38_13,23-03-2017,21:19:12
glos_38_14,23-03-2017,21:21:26
glos_38_15,23-03-2017,21:21:54
glos_38_16,23-03-2017,21:22:42
glos_38_17,23-03-2017,21:24:31
glos_38_18,23-03-2017,21:32:37
glos_38_19,23-03-2017,21:40:48
glos_38_2,23-03-2017,20:20:23
glos_38_20,23-03-2017,21:41:46
glos_38_21,23-03-2017,21:45:40
glos_38_22,23-03-2017,21:47:02
glos_38_23,23-03-2017,21:47:47
glos_38_24,23-03-2017,21:48:53
glos_38_25,23-03-2017,21:49:32
glos_38_26,23-03-2017,21:50:07
glos_38_27,23-03-2017,21:50:54
glos_38_28,23-03-2017,21:51:34
glos_38_29,23-03-2017,21:52:15
glos_38_3,23-03-2017,20:21:16
glos_38_30,23-03-2017,21:53:19
glos_38_31,23-03-2017,21:53:53
glos_38_32,23-03-2017,21:54:58
glos_38_33,23-03-2017,21:55:53
glos_38_34,23-03-2017,22:01:39
glos_38_35,23-03-2017,22:02:35
glos_38_36,23-03-2017,22:04:24
glos_38_37,23-03-2017,22:05:36
glos_38_38,23-03-2017,22:06:19
glos_38_39,23-03-2017,22:06:51
glos_38_4,23-03-2017,20:23:22
glos_38_40,23-03-2017,22:07:26
glos_38_41,23-03-2017,22:08:40
glos_38_42,23-03-2017,22:09:13
glos_38_43,23-03-2017,22:09:55
glos_38_44,23-03-2017,22:10:25
glos_38_45,23-03-2017,22:10:55
glos_38_46,23-03-2017,22:11:34
glos_38_47,23-03-2017,22:12:19
glos_38_48,23-03-2017,22:13:22
glos_38_49,23-03-2017,22:13:59
glos_38_5,23-03-2017,20:24:15
glos_38_50,23-03-2017,22:15:46
glos_38_51,23-03-2017,22:16:37
glos_38_52,23-03-2017,22:24:23
glos_38_53,23-03-2017,22:29:51
glos_38_6,23-03-2017,20:25:03
glos_38_7,23-03-2017,20:25:54
glos_38_8,23-03-2017,20:42:37
glos_38_9,23-03-2017,20:49:47
glos_39_1,07-04-2017,09:09:29
glos_39_10,07-04-2017,13:35:26
glos_39_100,07-04-2017,17:57:44
glos_39_101,07-04-2017,17:58:25
glos_39_102,07-04-2017,18:00:25
glos_39_103,07-04-2017,18:01:16
glos_39_11,07-04-2017,13:36:59
glos_39_12,07-04-2017,13:37:27
glos_39_13,07-04-2017,13:39:29
glos_39_14,07-04-2017,13:41:02
glos_39_15,07-04-2017,13:41:36
glos_39_16,07-04-2017,13:58:19
glos_39_17,07-04-2017,14:03:20
glos_39_18,07-04-2017,14:08:42
glos_39_19,07-04-2017,14:14:01
glos_39_2,07-04-2017,09:10:05
glos_39_20,07-04-2017,14:18:57
glos_39_21,07-04-2017,14:25:29
glos_39_22,07-04-2017,14:44:38
glos_39_23,07-04-2017,14:51:51
glos_39_24,07-04-2017,15:06:59
glos_39_25,07-04-2017,15:07:54
glos_39_26,07-04-2017,15:20:26
glos_39_27,07-04-2017,15:28:34
glos_39_28,07-04-2017,15:31:52
glos_39_29,07-04-2017,15:35:45
glos_39_3,07-04-2017,13:22:26
glos_39_30,07-04-2017,15:50:59
glos_39_31,07-04-2017,15:51:26
glos_39_32,07-04-2017,15:51:55
glos_39_33,07-04-2017,15:54:47
glos_39_34,07-04-2017,15:55:18
glos_39_35,07-04-2017,15:57:40
glos_39_36,07-04-2017,15:58:36
glos_39_37,07-04-2017,16:00:59
glos_39_38,07-04-2017,16:10:53
glos_39_39,07-04-2017,16:20:41
glos_39_4,07-04-2017,13:28:29
glos_39_40,07-04-2017,16:21:16
glos_39_41,07-04-2017,16:26:52
glos_39_42,07-04-2017,16:28:35
glos_39_43,07-04-2017,16:29:15
glos_39_44,07-04-2017,16:31:14
glos_39_45,07-04-2017,16:33:58
glos_39_46,07-04-2017,16:34:25
glos_39_47,07-04-2017,16:35:01
glos_39_48,07-04-2017,16:35:41
glos_39_49,07-04-2017,16:36:15
glos_39_5,07-04-2017,13:31:36
glos_39_50,07-04-2017,16:36:55
glos_39_51,07-04-2017,16:37:30
glos_39_52,07-04-2017,16:38:03
glos_39_53,07-04-2017,16:38:40
glos_39_54,07-04-2017,16:39:38
glos_39_55,07-04-2017,16:40:10
glos_39_56,07-04-2017,16:40:49
glos_39_57,07-04-2017,16:41:29
glos_39_58,07-04-2017,16:44:35
glos_39_59,07-04-2017,16:46:25
glos_39_6,07-04-2017,13:32:09
glos_39_60,07-04-2017,16:46:59
glos_39_61,07-04-2017,16:52:32
glos_39_62,07-04-2017,16:58:25
glos_39_63,07-04-2017,17:01:13
glos_39_64,07-04-2017,17:03:08
glos_39_65,07-04-2017,17:05:31
glos_39_66,07-04-2017,17:10:02
glos_39_67,07-04-2017,17:12:18
glos_39_68,07-04-2017,17:14:04
glos_39_69,07-04-2017,17:16:04
glos_39_7,07-04-2017,13:32:40
glos_39_70,07-04-2017,17:16:32
glos_39_71,07-04-2017,17:17:00
glos_39_72,07-04-2017,17:17:29
glos_39_73,07-04-2017,17:18:02
glos_39_74,07-04-2017,17:18:34
glos_39_75,07-04-2017,17:19:04
glos_39_76,07-04-2017,17:26:53
glos_39_77,07-04-2017,17:32:39
glos_39_78,07-04-2017,17:33:25
glos_39_79,07-04-2017,17:34:11
glos_39_8,07-04-2017,13:33:11
glos_39_80,07-04-2017,17:35:19
glos_39_81,07-04-2017,17:35:58
glos_39_82,07-04-2017,17:38:01
glos_39_83,07-04-2017,17:39:08
glos_39_84,07-04-2017,17:39:58
glos_39_85,07-04-2017,17:40:39
glos_39_86,07-04-2017,17:41:11
glos_39_87,07-04-2017,17:42:00
glos_39_88,07-04-2017,17:42:54
glos_39_89,07-04-2017,17:43:34
glos_39_9,07-04-2017,13:34:20
glos_39_90,07-04-2017,17:44:02
glos_39_91,07-04-2017,17:44:46
glos_39_92,07-04-2017,17:45:16
glos_39_93,07-04-2017,17:47:10
glos_39_94,07-04-2017,17:47:50
glos_39_95,07-04-2017,17:50:30
glos_39_96,07-04-2017,17:51:14
glos_39_97,07-04-2017,17:52:09
glos_39_98,07-04-2017,17:53:08
glos_39_99,07-04-2017,17:57:06
glos_3_1,02-12-2015,16:06:48
glos_3_10,02-12-2015,19:03:20
glos_3_11,02-12-2015,19:15:37
glos_3_12,02-12-2015,19:21:42
glos_3_13,02-12-2015,19:26:08
glos_3_14,02-12-2015,19:28:42
glos_3_2,02-12-2015,16:20:49
glos_3_3,02-12-2015,16:23:14
glos_3_4,02-12-2015,16:46:33
glos_3_5,02-12-2015,17:23:30
glos_3_6,02-12-2015,18:05:41
glos_3_8,02-12-2015,18:44:24
glos_3_9,02-12-2015,19:01:43
glos_40_1,21-04-2017,13:25:33
glos_40_10,21-04-2017,13:59:30
glos_40_11,21-04-2017,14:17:58
glos_40_12,21-04-2017,14:22:02
glos_40_13,21-04-2017,14:28:48
glos_40_14,21-04-2017,14:37:58
glos_40_15,21-04-2017,14:49:12
glos_40_16,21-04-2017,14:49:56
glos_40_17,21-04-2017,14:50:50
glos_40_18,21-04-2017,14:55:50
glos_40_19,21-04-2017,14:57:37
glos_40_2,21-04-2017,13:26:08
glos_40_20,21-04-2017,14:58:39
glos_40_21,21-04-2017,14:59:43
glos_40_22,21-04-2017,15:00:22
glos_40_23,21-04-2017,15:02:30
glos_40_24,21-04-2017,15:02:58
glos_40_25,21-04-2017,15:09:52
glos_40_26,21-04-2017,15:13:07
glos_40_27,21-04-2017,15:14:24
glos_40_28,21-04-2017,15:15:17
glos_40_29,21-04-2017,15:16:09
glos_40_3,21-04-2017,13:27:06
glos_40_30,21-04-2017,15:17:18
glos_40_31,21-04-2017,15:17:45
glos_40_32,21-04-2017,15:18:33
glos_40_4,21-04-2017,13:32:37
glos_40_5,21-04-2017,13:34:15
glos_40_6,21-04-2017,13:54:13
glos_40_7,21-04-2017,13:57:16
glos_40_8,21-04-2017,13:58:00
glos_40_9,21-04-2017,13:58:46
glos_41_1,10-05-2017,11:24:55
glos_41_10,11-05-2017,13:30:26
glos_41_11,11-05-2017,13:30:55
glos_41_12,11-05-2017,13:31:24
glos_41_13,11-05-2017,13:31:54
glos_41_14,11-05-2017,13:33:44
glos_41_15,11-05-2017,13:35:34
glos_41_16,11-05-2017,13:36:06
glos_41_17,11-05-2017,13:36:33
glos_41_18,11-05-2017,13:39:07
glos_41_19,11-05-2017,13:39:37
glos_41_2,11-05-2017,09:14:12
glos_41_20,11-05-2017,13:40:05
glos_41_21,11-05-2017,13:42:19
glos_41_22,11-05-2017,13:42:54
glos_41_23,11-05-2017,13:43:22
glos_41_24,11-05-2017,13:43:53
glos_41_25,11-05-2017,13:44:17
glos_41_26,11-05-2017,13:46:05
glos_41_27,11-05-2017,13:46:35
glos_41_28,11-05-2017,13:47:03
glos_41_29,11-05-2017,13:56:41
glos_41_3,11-05-2017,09:15:51
glos_41_30,11-05-2017,14:01:01
glos_41_31,11-05-2017,14:01:42
glos_41_32,11-05-2017,14:02:23
glos_41_33,11-05-2017,14:02:57
glos_41_34,11-05-2017,14:03:35
glos_41_35,11-05-2017,14:04:14
glos_41_36,11-05-2017,14:05:09
glos_41_37,11-05-2017,14:05:44
glos_41_38,11-05-2017,14:06:32
glos_41_39,11-05-2017,14:07:03
glos_41_4,11-05-2017,13:15:05
glos_41_40,11-05-2017,14:07:50
glos_41_41,11-05-2017,14:08:21
glos_41_42,11-05-2017,14:08:54
glos_41_43,11-05-2017,14:09:30
glos_41_44,11-05-2017,14:10:05
glos_41_45,11-05-2017,14:10:50
glos_41_46,11-05-2017,14:11:41
glos_41_47,11-05-2017,14:12:31
glos_41_48,11-05-2017,14:13:07
glos_41_49,11-05-2017,14:13:48
glos_41_5,11-05-2017,13:16:18
glos_41_50,11-05-2017,14:14:28
glos_41_51,11-05-2017,14:15:10
glos_41_52,11-05-2017,14:15:59
glos_41_53,11-05-2017,14:16:28
glos_41_54,11-05-2017,14:16:59
